0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
9,True
10,True
11,True
13,True
14,True
16,True
26,True
27,True
29,True
31,True
33,True
34,True
36,True
37,True
38,True
41,True
43,True
44,True
47,True
50,True
51,True
55,True
56,True
57,True
58,True
59,True
62,True
66,True
67,True
68,True
70,True
72,True
73,True
77,True
80,True
82,True
83,True
84,True
85,True
86,True
88,True
93,True
95,True
99,True
100,True
101,True
102,True
103,True
104,True
106,True
107,True
108,True
111,True
114,True
119,True
121,True
122,True
123,True
124,True
132,True
133,True
134,True
135,True
137,True
139,True
141,True
143,True
146,True
148,True
150,True
151,True
152,True
154,True
156,True
157,True
158,True
159,True
160,True
161,True
165,True
169,True
171,True
172,True
173,True
175,True
176,True
177,True
181,True
182,True
184,True
188,True
190,True
191,True
192,True
193,True
195,True
8,False
12,False
15,False
17,False
18,False
19,False
20,False
21,False
22,False
23,False
24,False
25,False
28,False
30,False
32,False
35,False
39,False
40,False
42,False
45,False
46,False
48,False
49,False
52,False
53,False
54,False
60,False
61,False
63,False
64,False
65,False
69,False
71,False
74,False
75,False
76,False
78,False
79,False
81,False
87,False
89,False
90,False
91,False
92,False
94,False
96,False
97,False
98,False
105,False
109,False
110,False
112,False
113,False
115,False
116,False
117,False
118,False
120,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
136,False
138,False
140,False
142,False
144,False
145,False
147,False
149,False
153,False
155,False
162,False
163,False
164,False
166,False
167,False
168,False
170,False
174,False
178,False
179,False
180,False
183,False
185,False
186,False
187,False
189,False
194,False
196,False
197,False
